Frame, Inference_Time(ms), CPU(%), RAM(MB), GPU_Mem(MB)
2362, 10.04, 21.4, 3107.36, 52.39
2363, 10.06, 21.4, 3107.21, 52.39
2364, 10.03, 25.0, 3107.21, 52.39
2365, 10.03, 25.0, 3107.21, 52.39
2366, 10.04, 20.0, 3107.29, 52.39
2367, 9.98, 26.7, 3107.29, 52.39
2368, 10.02, 26.7, 3107.29, 52.39
2369, 10.02, 26.7, 3107.29, 52.39
2370, 10.01, 14.3, 3107.29, 52.39
2371, 10.09, 21.4, 3107.29, 52.39
2372, 9.99, 25.0, 3107.29, 52.39
2373, 9.96, 21.4, 3107.29, 52.39
2374, 10.18, 33.3, 3107.29, 52.39
2375, 10.00, 20.0, 3107.29, 52.39
2376, 10.25, 25.0, 3107.29, 52.39
2377, 10.04, 20.0, 3107.29, 52.39
2378, 10.00, 20.0, 3107.20, 52.39
2379, 10.03, 21.4, 3107.20, 52.39
2380, 9.96, 29.4, 3107.20, 52.39
2381, 9.98, 21.4, 3107.20, 52.39
2382, 10.13, 20.0, 3107.20, 52.39
2383, 10.13, 21.4, 3107.20, 52.39
2384, 9.90, 20.0, 3107.20, 52.39
2385, 10.07, 33.3, 3107.20, 52.39
2386, 9.93, 26.7, 3107.20, 52.39
2387, 9.88, 20.0, 3107.28, 52.39
2388, 10.07, 14.3, 3107.27, 52.39
2389, 9.90, 35.3, 3107.27, 52.39
2390, 9.88, 26.7, 3107.27, 52.39
2391, 9.99, 20.0, 3107.27, 52.39
2392, 10.12, 26.7, 3107.27, 52.39
2393, 9.93, 21.4, 3107.27, 52.39
2394, 9.98, 25.0, 3107.27, 52.39
2395, 9.97, 27.8, 3107.18, 52.39
2396, 10.05, 25.0, 3107.18, 52.39
2397, 9.89, 21.4, 3107.18, 52.39
2398, 9.98, 20.0, 3107.18, 52.39
2399, 10.07, 26.7, 3107.14, 52.39
2400, 9.95, 20.0, 3107.14, 52.39
2401, 10.04, 25.0, 3107.14, 52.39
2402, 10.07, 21.4, 3107.12, 52.39
2403, 10.02, 29.4, 3107.20, 52.39
2404, 10.08, 25.0, 3107.20, 52.39
2405, 10.02, 29.4, 3107.20, 52.39
2406, 10.01, 25.0, 3107.20, 52.39
2407, 9.95, 14.3, 3107.20, 52.39
2408, 9.95, 26.7, 3107.20, 52.39
2409, 9.94, 20.0, 3107.20, 52.39
2410, 10.04, 20.0, 3107.20, 52.39
2411, 9.95, 20.0, 3107.11, 52.39
2412, 10.11, 20.0, 3107.11, 52.39
2413, 10.02, 26.7, 3107.11, 52.39
2414, 10.00, 38.9, 3107.11, 52.39
2415, 10.10, 26.7, 3107.11, 52.39
2416, 10.00, 20.0, 3107.11, 52.39
2417, 11.59, 25.0, 3107.11, 52.39
2418, 10.04, 20.0, 3107.11, 52.39
2419, 9.98, 23.5, 3107.19, 52.39
2420, 10.09, 21.4, 3107.19, 52.39
2421, 9.97, 25.0, 3107.19, 52.39
2422, 10.05, 20.0, 3107.19, 52.39
2423, 10.02, 31.3, 3107.19, 52.39
2424, 10.05, 23.5, 3107.19, 52.39
2425, 10.29, 20.0, 3107.19, 52.39
2426, 9.99, 21.4, 3107.19, 52.39
2427, 10.01, 25.0, 3107.27, 52.39
2428, 9.93, 21.4, 3107.27, 52.39
2429, 9.98, 25.0, 3107.27, 52.39
2430, 9.99, 25.0, 3107.27, 52.39
2431, 10.16, 25.0, 3107.27, 52.39
2432, 9.96, 26.7, 3107.27, 52.39
2433, 10.00, 20.0, 3107.27, 52.39
2434, 10.05, 20.0, 3107.27, 52.39
2435, 10.00, 26.7, 3107.27, 52.39
2436, 10.03, 25.0, 3107.27, 52.39
2437, 10.00, 29.4, 3107.18, 52.39
2438, 9.96, 21.4, 3107.09, 52.39
2439, 10.18, 23.5, 3107.09, 52.39
2440, 9.92, 21.4, 3107.09, 52.39
2441, 9.95, 21.4, 3107.09, 52.39
2442, 9.88, 25.0, 3107.09, 52.39
2443, 9.97, 20.0, 3107.09, 52.39
2444, 10.09, 14.3, 3107.09, 52.39
2445, 10.00, 31.2, 3107.09, 52.39
2446, 9.94, 20.0, 3107.17, 52.39
2447, 9.99, 25.0, 3107.17, 52.39
2448, 9.97, 25.0, 3107.17, 52.39
2449, 9.99, 20.0, 3107.17, 52.39
2450, 9.92, 21.4, 3107.17, 52.39
2451, 10.07, 20.0, 3107.17, 52.39
2452, 9.99, 26.7, 3107.17, 52.39
2453, 10.13, 26.7, 3107.17, 52.39
2454, 10.02, 20.0, 3107.17, 52.39
2455, 10.07, 20.0, 3107.08, 52.39
2456, 9.96, 15.4, 3107.08, 52.39
2457, 9.90, 25.0, 3107.08, 52.39
2458, 10.07, 29.4, 3107.08, 52.39
2459, 9.90, 26.7, 3107.08, 52.39
2460, 10.11, 18.8, 3107.08, 52.39
2461, 9.99, 25.0, 3107.08, 52.39
2462, 9.92, 26.7, 3107.08, 52.39
2463, 9.95, 25.0, 3107.08, 52.39
2464, 9.93, 14.3, 3107.16, 52.39
2465, 9.98, 33.3, 3107.16, 52.39
2466, 9.91, 20.0, 3107.16, 52.39
2467, 9.91, 14.3, 3107.16, 52.39
2468, 9.95, 26.7, 3107.16, 52.39
2469, 10.03, 14.3, 3107.16, 52.39
2470, 9.87, 25.0, 3107.16, 52.39
2471, 9.92, 21.4, 3107.16, 52.39
2472, 10.03, 29.4, 3107.16, 52.39
2473, 9.98, 25.0, 3107.16, 52.39
2474, 9.94, 21.4, 3107.23, 52.39
2475, 10.00, 21.4, 3107.23, 52.39
2476, 10.01, 26.7, 3107.23, 52.39
2477, 10.02, 21.4, 3107.23, 52.39
2478, 9.93, 25.0, 3107.20, 52.39
2479, 9.97, 15.4, 3107.20, 52.39
2480, 9.95, 23.1, 3107.20, 52.39
2481, 11.57, 18.8, 3107.05, 52.39
2482, 10.06, 31.2, 3107.05, 52.39
2483, 10.04, 21.4, 3107.05, 52.39
2484, 10.00, 21.4, 3107.05, 52.39
2485, 10.02, 14.3, 3107.13, 52.39
2486, 9.93, 31.2, 3107.13, 52.39
2487, 9.96, 26.7, 3107.13, 52.39
2488, 9.99, 26.7, 3107.13, 52.39
2489, 10.03, 21.4, 3107.13, 52.39
2490, 10.00, 21.4, 3107.13, 52.39
2491, 9.94, 14.3, 3107.13, 52.39
2492, 10.03, 33.3, 3107.38, 52.39
2493, 10.04, 26.7, 3107.38, 52.39
2494, 10.07, 31.2, 3107.38, 52.39
2495, 9.90, 21.4, 3107.30, 52.39
2496, 9.91, 18.8, 3107.25, 52.39
2497, 9.95, 21.4, 3107.25, 52.39
2498, 9.95, 29.4, 3107.25, 52.39
2499, 9.95, 21.4, 3107.25, 52.39
2500, 10.02, 20.0, 3107.25, 52.39
2501, 10.06, 15.4, 3107.25, 52.39
2502, 10.01, 25.0, 3107.25, 52.39
2503, 10.01, 20.0, 3107.25, 52.39
2504, 9.95, 20.0, 3107.58, 52.39
2505, 10.00, 20.0, 3107.58, 52.39
2506, 10.00, 25.0, 3107.58, 52.39
2507, 10.02, 21.4, 3107.58, 52.39
2508, 10.04, 25.0, 3107.50, 52.39
2509, 10.06, 21.4, 3107.50, 52.39
2510, 9.91, 26.7, 3107.50, 52.39
2511, 9.91, 20.0, 3107.50, 52.39
2512, 10.01, 25.0, 3107.50, 52.39
2513, 10.00, 20.0, 3107.58, 52.39
2514, 10.01, 14.3, 3107.51, 52.39
2515, 10.02, 26.7, 3107.51, 52.39
2516, 9.90, 14.3, 3107.51, 52.39
2517, 10.05, 29.4, 3107.51, 52.39
2518, 10.04, 21.4, 3107.49, 52.39
2519, 10.00, 29.4, 3107.49, 52.39
2520, 10.03, 26.7, 3107.49, 52.39
2521, 10.02, 20.0, 3107.49, 52.39
2522, 10.06, 20.0, 3107.57, 52.39
2523, 9.97, 21.4, 3107.57, 52.39
2524, 10.06, 25.0, 3107.57, 52.39
2525, 9.99, 31.2, 3107.57, 52.39
2526, 9.98, 20.0, 3107.57, 52.39
2527, 10.04, 25.0, 3107.57, 52.39
2528, 10.02, 21.4, 3107.57, 52.39
2529, 9.98, 20.0, 3107.57, 52.39
2530, 10.10, 20.0, 3107.48, 52.39
2531, 9.98, 20.0, 3107.48, 52.39
2532, 10.07, 31.2, 3107.48, 52.39
2533, 9.92, 25.0, 3107.48, 52.39
2534, 9.85, 21.4, 3107.48, 52.39
2535, 10.06, 14.3, 3107.48, 52.39
2536, 10.04, 21.4, 3107.48, 52.39
2537, 10.06, 20.0, 3107.48, 52.39
2538, 10.09, 25.0, 3107.55, 52.39
2539, 9.96, 14.3, 3107.55, 52.39
2540, 9.96, 26.7, 3107.55, 52.39
2541, 9.96, 21.4, 3107.55, 52.39
2542, 9.98, 25.0, 3107.55, 52.39
2543, 9.97, 21.4, 3107.55, 52.39
2544, 10.06, 20.0, 3107.55, 52.39
2545, 11.49, 20.0, 3107.55, 52.39
2546, 9.97, 20.0, 3107.63, 52.39
2547, 10.01, 26.7, 3107.63, 52.39
2548, 9.96, 26.7, 3107.63, 52.39
2549, 9.93, 21.4, 3107.63, 52.39
2550, 10.01, 20.0, 3107.63, 52.39
2551, 10.11, 20.0, 3107.63, 52.39
2552, 10.05, 21.4, 3107.63, 52.39
2553, 10.05, 41.2, 3107.63, 52.39
2554, 10.01, 20.0, 3107.63, 52.39
2555, 10.02, 26.7, 3107.63, 52.39
2556, 10.02, 20.0, 3107.63, 52.39
2557, 10.02, 20.0, 3107.54, 52.39
2558, 9.95, 21.4, 3107.54, 52.39
2559, 9.91, 31.2, 3107.54, 52.39
2560, 9.88, 20.0, 3107.38, 52.39
2561, 10.00, 37.5, 3107.38, 52.39
2562, 9.90, 14.3, 3107.38, 52.39
2563, 9.92, 25.0, 3107.38, 52.39
2564, 9.91, 21.4, 3107.38, 52.39
2565, 9.95, 20.0, 3107.38, 52.39
2566, 10.01, 20.0, 3107.46, 52.39
2567, 9.99, 20.0, 3107.46, 52.39
2568, 11.72, 18.8, 3107.46, 52.39
2569, 10.05, 20.0, 3107.39, 52.39
2570, 9.91, 25.0, 3107.39, 52.39
2571, 9.97, 26.7, 3107.39, 52.39
2572, 10.18, 26.7, 3107.39, 52.39
2573, 10.10, 26.7, 3107.39, 52.39
2574, 9.92, 13.3, 3107.22, 52.39
2575, 9.92, 26.7, 3107.21, 52.39
2576, 9.98, 20.0, 3107.21, 52.39
2577, 9.96, 21.4, 3107.21, 52.39
2578, 10.00, 20.0, 3107.21, 52.39
2579, 10.01, 26.7, 3107.21, 52.39
2580, 10.04, 20.0, 3107.21, 52.39
2581, 10.02, 25.0, 3107.21, 52.39
2582, 9.92, 31.2, 3107.21, 52.39
2583, 9.89, 21.4, 3107.21, 52.39
2584, 9.99, 25.0, 3107.29, 52.39
2585, 9.99, 20.0, 3107.29, 52.39
2586, 10.12, 25.0, 3107.29, 52.39
2587, 10.00, 20.0, 3107.29, 52.39
2588, 10.06, 25.0, 3107.29, 52.39
2589, 9.97, 25.0, 3107.29, 52.39
2590, 10.01, 25.0, 3107.29, 52.39
2591, 9.95, 26.7, 3107.29, 52.39
2592, 10.10, 18.7, 3107.29, 52.39
2593, 10.03, 25.0, 3107.29, 52.39
2594, 9.95, 26.7, 3107.20, 52.39
2595, 9.97, 25.0, 3107.20, 52.39
2596, 10.01, 21.4, 3107.20, 52.39
2597, 10.06, 25.0, 3107.17, 52.39
2598, 10.01, 20.0, 3107.17, 52.39
2599, 9.95, 25.0, 3107.09, 52.39
2600, 9.94, 25.0, 3107.09, 52.39
2601, 10.00, 25.0, 3107.17, 52.39
2602, 10.04, 29.4, 3107.17, 52.39
2603, 10.02, 25.0, 3107.17, 52.39
2604, 10.03, 29.4, 3107.17, 52.39
2605, 10.07, 25.0, 3107.10, 52.39
2606, 9.96, 21.4, 3107.10, 52.39
2607, 9.94, 26.7, 3107.10, 52.39
2608, 10.07, 20.0, 3107.10, 52.39
2609, 11.59, 23.5, 3107.18, 52.39
2610, 10.02, 31.2, 3107.18, 52.39
2611, 10.04, 25.0, 3107.18, 52.39
2612, 9.97, 25.0, 3107.18, 52.39
2613, 9.87, 25.0, 3107.11, 52.39
2614, 10.03, 20.0, 3107.11, 52.39
2615, 9.95, 20.0, 3107.11, 52.39
2616, 9.91, 20.0, 3107.11, 52.39
2617, 9.95, 13.3, 3107.11, 52.39
2618, 10.00, 21.4, 3107.11, 52.39
2619, 9.93, 21.4, 3107.11, 52.39
2620, 10.05, 29.4, 3107.11, 52.39
2621, 10.02, 20.0, 3107.11, 52.39
2622, 10.02, 20.0, 3107.11, 52.39
2623, 10.05, 20.0, 3107.11, 52.39
2624, 9.87, 20.0, 3107.11, 52.39
2625, 10.04, 29.4, 3107.06, 52.39
2626, 10.07, 26.7, 3107.06, 52.39
2627, 9.97, 20.0, 3107.06, 52.39
2628, 10.06, 20.0, 3107.06, 52.39
2629, 10.00, 20.0, 3107.06, 52.39
2630, 10.02, 21.4, 3107.06, 52.39
2631, 9.93, 18.7, 3107.06, 52.39
2632, 10.00, 21.4, 3107.06, 52.39
2633, 9.99, 25.0, 3107.06, 52.39
2634, 10.00, 13.3, 3107.14, 52.39
2635, 10.05, 25.0, 3107.14, 52.39
2636, 9.95, 26.7, 3107.05, 52.39
2637, 10.04, 20.0, 3107.05, 52.39
2638, 10.11, 21.4, 3107.05, 52.39
2639, 10.00, 25.0, 3107.05, 52.39
2640, 10.04, 20.0, 3107.05, 52.39
2641, 10.00, 26.7, 3107.05, 52.39
2642, 9.95, 21.4, 3107.05, 52.39
2643, 9.91, 20.0, 3107.06, 52.39
2644, 10.02, 26.7, 3107.06, 52.39
2645, 9.95, 20.0, 3107.06, 52.39
2646, 10.07, 25.0, 3107.06, 52.39
2647, 9.95, 20.0, 3107.06, 52.39
2648, 9.99, 26.7, 3107.06, 52.39
2649, 9.96, 26.7, 3107.06, 52.39
2650, 9.96, 26.7, 3107.06, 52.39
2651, 9.83, 21.4, 3107.06, 52.39
2652, 10.01, 22.2, 3107.06, 52.39
2653, 9.97, 23.5, 3107.14, 52.39
2654, 9.91, 21.4, 3107.14, 52.39
2655, 9.94, 20.0, 3107.14, 52.39
2656, 9.99, 25.0, 3107.14, 52.39
2657, 10.06, 21.4, 3107.14, 52.39
2658, 10.03, 27.8, 3107.14, 52.39
2659, 10.03, 14.3, 3107.14, 52.39
2660, 9.96, 29.4, 3107.21, 52.39
2661, 10.10, 29.4, 3107.21, 52.39
2662, 9.97, 14.3, 3107.21, 52.39
2663, 10.36, 29.4, 3107.21, 52.39
2664, 10.05, 20.0, 3107.21, 52.39
2665, 9.94, 14.3, 3107.21, 52.39
2666, 9.92, 26.7, 3107.21, 52.39
2667, 10.05, 25.0, 3107.12, 52.39
2668, 10.04, 21.4, 3107.12, 52.39
2669, 10.07, 35.3, 3107.12, 52.39
2670, 10.05, 20.0, 3107.12, 52.39
2671, 10.00, 29.4, 3107.12, 52.39
2672, 10.06, 20.0, 3107.12, 52.39
2673, 11.56, 25.0, 3107.12, 52.39
2674, 10.04, 20.0, 3107.07, 52.39
2675, 10.01, 23.5, 3107.15, 52.39
2676, 10.01, 29.4, 3107.15, 52.39
2677, 9.95, 25.0, 3107.15, 52.39
2678, 9.99, 20.0, 3107.15, 52.39
2679, 10.02, 21.4, 3107.15, 52.39
2680, 10.04, 14.3, 3107.15, 52.39
2681, 10.00, 26.7, 3107.15, 52.39
2682, 10.08, 29.4, 3107.06, 52.39
2683, 10.08, 15.4, 3107.06, 52.39
2684, 10.00, 26.7, 3107.06, 52.39
2685, 9.93, 20.0, 3107.06, 52.39
2686, 10.03, 26.7, 3107.06, 52.39
2687, 9.99, 14.3, 3107.06, 52.39
2688, 10.11, 33.3, 3107.31, 52.39
2689, 10.02, 31.2, 3107.31, 52.39
2690, 9.89, 21.4, 3107.31, 52.39
2691, 10.06, 20.0, 3107.31, 52.39
2692, 10.02, 26.7, 3107.63, 52.39
2693, 10.04, 26.7, 3107.63, 52.39
2694, 10.00, 20.0, 3107.63, 52.39
2695, 10.05, 20.0, 3107.63, 52.39
2696, 10.02, 26.7, 3107.63, 52.39
2697, 10.01, 21.4, 3107.63, 52.39
2698, 10.01, 25.0, 3107.63, 52.39
2699, 10.03, 15.4, 3107.63, 52.39
2700, 9.99, 29.4, 3107.63, 52.39
2701, 9.98, 20.0, 3107.63, 52.39
2702, 10.05, 26.7, 3107.71, 52.39
2703, 9.99, 25.0, 3107.71, 52.39
2704, 10.06, 25.0, 3107.71, 52.39
2705, 10.00, 25.0, 3107.71, 52.39
2706, 10.08, 14.3, 3107.71, 52.39
2707, 10.01, 25.0, 3107.71, 52.39
2708, 10.05, 25.0, 3107.71, 52.39
2709, 10.01, 21.4, 3107.71, 52.39
2710, 10.01, 20.0, 3107.87, 52.39
2711, 10.04, 20.0, 3107.87, 52.39
2712, 10.02, 37.5, 3107.87, 52.39
2713, 10.09, 25.0, 3107.72, 52.39
2714, 9.94, 21.4, 3107.72, 52.39
2715, 10.01, 20.0, 3107.72, 52.39
2716, 10.09, 25.0, 3107.72, 52.39
2717, 10.01, 20.0, 3107.72, 52.39
2718, 10.06, 25.0, 3107.80, 52.39
2719, 10.02, 20.0, 3107.80, 52.39
2720, 10.01, 25.0, 3107.80, 52.39
2721, 10.11, 26.7, 3107.80, 52.39
2722, 10.06, 20.0, 3107.80, 52.39
2723, 10.08, 20.0, 3107.80, 52.39
2724, 10.04, 25.0, 3107.80, 52.39
2725, 9.96, 20.0, 3107.80, 52.39
2726, 10.04, 21.4, 3107.88, 52.39
2727, 9.97, 26.7, 3107.88, 52.39
2728, 10.00, 28.6, 3107.88, 52.39
2729, 10.03, 25.0, 3107.88, 52.39
2730, 10.05, 14.3, 3107.88, 52.39
2731, 9.93, 26.7, 3107.88, 52.39
2732, 9.90, 25.0, 3107.88, 52.39
2733, 10.05, 20.0, 3107.88, 52.39
2734, 9.97, 31.2, 3107.88, 52.39
2735, 10.07, 20.0, 3107.88, 52.39
2736, 9.98, 21.4, 3107.88, 52.39
2737, 11.53, 23.5, 3107.79, 52.39
2738, 9.94, 21.4, 3107.79, 52.39
2739, 10.01, 26.7, 3107.79, 52.39
2740, 9.97, 25.0, 3107.79, 52.39
2741, 9.92, 15.4, 3107.79, 52.39
2742, 10.37, 25.0, 3107.79, 52.39
2743, 9.98, 29.4, 3107.79, 52.39
2744, 9.93, 20.0, 3107.79, 52.39
2745, 10.11, 35.3, 3107.79, 52.39
2746, 10.00, 25.0, 3107.87, 52.39
2747, 9.96, 21.4, 3107.87, 52.39
2748, 10.01, 20.0, 3107.87, 52.39
2749, 10.00, 26.7, 3107.87, 52.39
2750, 9.99, 31.2, 3107.87, 52.39
2751, 10.02, 15.4, 3107.87, 52.39
2752, 9.98, 25.0, 3107.87, 52.39
2753, 9.99, 26.7, 3107.69, 52.39
2754, 10.01, 20.0, 3107.69, 52.39
2755, 10.12, 21.4, 3107.69, 52.39
2756, 9.97, 26.7, 3107.69, 52.39
2757, 9.91, 20.0, 3107.77, 52.39
2758, 10.00, 21.4, 3107.77, 52.39
2759, 10.02, 25.0, 3107.77, 52.39
2760, 10.01, 25.0, 3107.77, 52.39
2761, 10.00, 20.0, 3107.77, 52.39
2762, 10.03, 28.6, 3107.77, 52.39
2763, 9.96, 26.7, 3107.77, 52.39
2764, 10.01, 20.0, 3107.77, 52.39
2765, 9.99, 26.7, 3107.77, 52.39
2766, 10.03, 29.4, 3107.77, 52.39
2767, 10.05, 31.3, 3108.09, 52.39
2768, 10.08, 23.1, 3108.09, 52.39
2769, 10.26, 25.0, 3108.09, 52.39
2770, 10.09, 31.2, 3108.09, 52.39
2771, 10.05, 14.3, 3108.09, 52.39
2772, 9.98, 20.0, 3108.09, 52.39
2773, 10.03, 25.0, 3108.09, 52.39
2774, 9.93, 21.4, 3108.09, 52.39
2775, 10.00, 29.4, 3108.09, 52.39
2776, 9.99, 20.0, 3108.00, 52.39
2777, 9.99, 26.7, 3108.00, 52.39
2778, 9.95, 23.5, 3108.00, 52.39
2779, 9.88, 20.0, 3108.00, 52.39
2780, 9.94, 25.0, 3108.00, 52.39
2781, 9.98, 20.0, 3108.00, 52.39
2782, 10.13, 25.0, 3108.00, 52.39
2783, 9.99, 20.0, 3108.00, 52.39
2784, 9.85, 23.5, 3108.08, 52.39
2785, 9.92, 25.0, 3108.08, 52.39
2786, 9.96, 14.3, 3108.08, 52.39
2787, 9.94, 20.0, 3108.08, 52.39
2788, 9.88, 20.0, 3108.08, 52.39
2789, 9.85, 20.0, 3107.91, 52.39
2790, 10.15, 14.3, 3107.91, 52.39
2791, 9.93, 29.4, 3107.91, 52.39
2792, 10.05, 18.8, 3107.99, 52.39
2793, 9.99, 21.4, 3107.93, 52.39
2794, 10.15, 20.0, 3107.93, 52.39
2795, 10.09, 25.0, 3107.81, 52.39
2796, 10.84, 23.5, 3107.81, 52.39
2797, 9.95, 20.0, 3107.81, 52.39
2798, 9.93, 25.0, 3107.81, 52.39
2799, 9.99, 25.0, 3107.64, 52.39
2800, 9.84, 14.3, 3107.57, 52.39
2801, 11.54, 25.0, 3107.57, 52.39
2802, 10.30, 25.0, 3107.57, 52.39
2803, 10.12, 20.0, 3107.57, 52.39
2804, 10.03, 20.0, 3107.57, 52.39
2805, 10.04, 20.0, 3107.57, 52.39
2806, 9.99, 20.0, 3107.57, 52.39
2807, 10.96, 29.4, 3107.82, 52.39
2808, 11.43, 29.4, 3107.80, 52.39
2809, 9.98, 20.0, 3107.59, 52.39
2810, 9.75, 15.4, 3107.59, 52.39
2811, 9.87, 29.4, 3107.59, 52.39
2812, 9.98, 20.0, 3107.59, 52.39
2813, 9.81, 20.0, 3107.59, 52.39
2814, 9.87, 15.4, 3107.59, 52.39
2815, 9.93, 25.0, 3107.59, 52.39
2816, 9.91, 14.3, 3107.59, 52.39
2817, 9.89, 20.0, 3107.60, 52.39
2818, 9.90, 25.0, 3107.60, 52.39
2819, 10.01, 21.4, 3107.60, 52.39
2820, 9.98, 20.0, 3107.60, 52.39
2821, 10.01, 14.3, 3107.60, 52.39
2822, 9.96, 21.4, 3107.60, 52.39
2823, 9.93, 20.0, 3107.60, 52.39
2824, 10.00, 14.3, 3107.60, 52.39
2825, 9.99, 25.0, 3107.60, 52.39
2826, 10.01, 20.0, 3107.43, 52.39
2827, 10.01, 31.2, 3107.43, 52.39
2828, 10.05, 20.0, 3107.43, 52.39
2829, 10.03, 14.3, 3107.43, 52.39
2830, 10.60, 20.0, 3107.43, 52.39
2831, 9.98, 21.4, 3107.30, 52.39
2832, 9.97, 25.0, 3107.30, 52.39
2833, 10.08, 14.3, 3107.30, 52.39
2834, 10.00, 25.0, 3107.30, 52.39
2835, 10.03, 25.0, 3107.14, 52.39
2836, 10.07, 25.0, 3107.14, 52.39
2837, 9.96, 23.5, 3107.14, 52.39
2838, 10.00, 21.4, 3107.14, 52.39
2839, 9.88, 20.0, 3107.14, 52.39
2840, 9.85, 25.0, 3107.14, 52.39
2841, 9.95, 20.0, 3107.14, 52.39
2842, 10.05, 20.0, 3107.14, 52.39
2843, 11.09, 18.7, 3106.97, 52.39
2844, 9.88, 23.5, 3106.97, 52.39
2845, 9.90, 14.3, 3106.97, 52.39
2846, 10.50, 37.5, 3106.97, 52.39
2847, 9.99, 20.0, 3106.97, 52.39
2848, 9.87, 18.7, 3106.97, 52.39
2849, 10.29, 20.0, 3107.05, 52.39
2850, 10.17, 25.0, 3107.05, 52.39
2851, 9.96, 14.3, 3107.05, 52.39
2852, 9.94, 25.0, 3107.05, 52.39
2853, 9.94, 20.0, 3107.05, 52.39
2854, 10.05, 14.3, 3107.05, 52.39
2855, 9.98, 20.0, 3107.05, 52.39
2856, 9.84, 20.0, 3107.05, 52.39
2857, 9.86, 23.5, 3106.96, 52.39
2858, 9.84, 33.3, 3106.96, 52.39
2859, 9.92, 15.4, 3106.96, 52.39
2860, 9.92, 20.0, 3106.96, 52.39
2861, 9.77, 18.7, 3106.96, 52.39
2862, 10.04, 20.0, 3107.04, 52.39
2863, 9.94, 20.0, 3107.04, 52.39
2864, 10.77, 23.5, 3107.04, 52.39
2865, 11.38, 13.3, 3107.04, 52.39
2866, 9.99, 21.4, 3107.04, 52.39
2867, 11.16, 18.7, 3107.04, 52.39
2868, 9.93, 20.0, 3107.04, 52.39
2869, 9.96, 20.0, 3107.04, 52.39
2870, 10.33, 20.0, 3106.87, 52.39
2871, 9.84, 20.0, 3106.87, 52.39
2872, 9.96, 14.3, 3106.87, 52.39
2873, 10.05, 29.4, 3106.52, 52.39
2874, 9.98, 14.3, 3106.52, 52.39
2875, 9.98, 29.4, 3106.52, 52.39
2876, 10.79, 20.0, 3106.52, 52.39
2877, 10.02, 14.3, 3106.35, 52.39
2878, 11.07, 18.7, 3106.28, 52.39
2879, 9.97, 21.4, 3106.28, 52.39
2880, 9.97, 25.0, 3106.28, 52.39
2881, 10.46, 25.0, 3106.28, 52.39
2882, 9.88, 14.3, 3106.28, 52.39
2883, 9.89, 21.4, 3106.28, 52.39
2884, 10.30, 28.6, 3107.51, 52.39
2885, 10.02, 20.0, 3107.59, 52.39
2886, 9.80, 21.4, 3107.59, 52.39
2887, 9.96, 21.4, 3107.56, 52.39
2888, 9.96, 20.0, 3107.56, 52.39
2889, 9.93, 25.0, 3107.56, 52.39
2890, 9.98, 21.4, 3107.56, 52.39
2891, 10.86, 29.4, 3107.52, 52.39
2892, 9.91, 29.4, 3107.52, 52.39
2893, 10.01, 15.4, 3107.52, 52.39
2894, 9.82, 29.4, 3107.35, 52.39
2895, 9.82, 26.7, 3107.35, 52.39
2896, 9.83, 29.4, 3107.28, 52.39
2897, 9.76, 15.4, 3107.28, 52.39
2898, 10.00, 26.7, 3107.28, 52.39
2899, 9.99, 29.4, 3107.28, 52.39
2900, 9.96, 21.4, 3107.28, 52.39
2901, 10.01, 21.4, 3107.28, 52.39
2902, 9.93, 21.4, 3107.28, 52.39
2903, 11.00, 25.0, 3107.28, 52.39
2904, 9.86, 21.4, 3107.28, 52.39
2905, 9.91, 20.0, 3107.28, 52.39
2906, 9.96, 20.0, 3107.11, 52.39
2907, 9.90, 21.4, 3107.11, 52.39
2908, 10.03, 20.0, 3107.11, 52.39
2909, 9.93, 14.3, 3107.11, 52.39
2910, 9.92, 35.3, 3107.11, 52.39
2911, 9.95, 20.0, 3107.11, 52.39
2912, 9.98, 15.4, 3107.11, 52.39
2913, 9.97, 20.0, 3106.98, 52.39
2914, 9.99, 21.4, 3106.98, 52.39
2915, 10.01, 21.4, 3106.98, 52.39
2916, 10.01, 25.0, 3106.98, 52.39
2917, 9.93, 21.4, 3106.74, 52.39
2918, 9.92, 20.0, 3106.74, 52.39
2919, 10.05, 15.4, 3106.74, 52.39
2920, 10.00, 14.3, 3106.74, 52.39
2921, 10.00, 20.0, 3106.74, 52.39
2922, 10.00, 26.7, 3106.74, 52.39
2923, 10.19, 20.0, 3106.74, 52.39
2924, 9.98, 15.4, 3106.74, 52.39
2925, 10.34, 31.2, 3106.74, 52.39
2926, 9.95, 20.0, 3107.05, 52.39
2927, 10.05, 21.4, 3107.05, 52.39
2928, 10.69, 23.5, 3107.05, 52.39
2929, 11.49, 20.0, 3107.05, 52.39
2930, 9.94, 21.4, 3107.05, 52.39
2931, 10.02, 20.0, 3107.05, 52.39
2932, 9.87, 15.4, 3106.96, 52.39
2933, 9.92, 25.0, 3106.96, 52.39
2934, 9.92, 20.0, 3106.96, 52.39
2935, 9.87, 20.0, 3106.79, 52.39
2936, 9.85, 14.3, 3106.79, 52.39
2937, 9.94, 20.0, 3106.79, 52.39
2938, 9.96, 29.4, 3106.79, 52.39
2939, 9.96, 14.3, 3106.79, 52.39
2940, 10.10, 20.0, 3106.79, 52.39
2941, 9.85, 20.0, 3106.79, 52.39
2942, 9.92, 26.7, 3106.79, 52.39
